year,id_,happy,hapmar,health,life,satfin,finalter,ballot,income16
2021,1241,Pretty happy,.i:  Inapplicable,Fair,Routine,Pretty well satisfied,Better,Ballot c,$40000 TO 49999
2021,1243,Pretty happy,.i:  Inapplicable,Good,.i:  Inapplicable,More or less satisfied,Stayed same,Ballot b,$30000 TO 34999
2021,1244,Pretty happy,VERY HAPPY,Good,.i:  Inapplicable,Not satisfied at all,Worse,Ballot b,$25000 TO 29999
2021,1245,Not too happy,.i:  Inapplicable,Fair,.i:  Inapplicable,More or less satisfied,Better,Ballot b,$12500 TO 14999
2021,1246,Not too happy,.i:  Inapplicable,Good,Exciting,Pretty well satisfied,Better,Ballot c,$75000 TO $89999
2021,1247,Pretty happy,.i:  Inapplicable,Good,Exciting,Pretty well satisfied,Stayed same,Ballot c,$20000 TO 22499
2021,1248,Pretty happy,.i:  Inapplicable,Good,Routine,Not satisfied at all,Better,Ballot a,$40000 TO 49999
2021,1249,Pretty happy,.i:  Inapplicable,Excellent,.i:  Inapplicable,More or less satisfied,Stayed same,Ballot b,$35000 TO 39999
2021,1250,Pretty happy,PRETTY HAPPY,Excellent,.i:  Inapplicable,More or less satisfied,Better,Ballot b,$50000 TO 59999
2021,1251,Pretty happy,.i:  Inapplicable,Fair,.i:  Inapplicable,Pretty well satisfied,Stayed same,Ballot b,$30000 TO 34999
2021,1252,Not too happy,.i:  Inapplicable,Fair,Routine,Not satisfied at all,Better,Ballot a,$40000 TO 49999
2021,1253,Pretty happy,.i:  Inapplicable,Good,.i:  Inapplicable,More or less satisfied,Better,Ballot b,$60000 TO 74999
2021,1254,Very happy,VERY HAPPY,Good,.i:  Inapplicable,More or less satisfied,Worse,Ballot b,$22500 TO 24999
2021,1255,Pretty happy,PRETTY HAPPY,Good,.i:  Inapplicable,Not satisfied at all,Better,Ballot b,$150000 TO $169999
2021,1256,Not too happy,.i:  Inapplicable,Good,.i:  Inapplicable,Not satisfied at all,Worse,Ballot b,.d:  Do not Know/Cannot Choose
2021,1257,Pretty happy,VERY HAPPY,Good,Routine,Pretty well satisfied,Stayed same,Ballot c,$150000 TO $169999
2021,1258,Very happy,.i:  Inapplicable,Good,Exciting,More or less satisfied,Better,Ballot a,$30000 TO 34999
2021,1259,Not too happy,.i:  Inapplicable,Fair,Routine,Pretty well satisfied,Better,Ballot a,$17500 TO 19999
2021,1260,Pretty happy,.i:  Inapplicable,Fair,Routine,More or less satisfied,Stayed same,Ballot a,$22500 TO 24999
2021,1261,Not too happy,.i:  Inapplicable,Excellent,Routine,Not satisfied at all,Better,Ballot a,$5 000 TO 5 999
2021,1263,Pretty happy,.i:  Inapplicable,Good,Routine,Pretty well satisfied,Stayed same,Ballot c,$50000 TO 59999
2021,1264,Not too happy,PRETTY HAPPY,Good,Exciting,More or less satisfied,Better,Ballot c,$60000 TO 74999
2021,1265,Pretty happy,PRETTY HAPPY,Good,Routine,Pretty well satisfied,Stayed same,Ballot a,.s:  Skipped on Web
2021,1266,Very happy,VERY HAPPY,Excellent,Exciting,Pretty well satisfied,Stayed same,Ballot a,$170000 OR OVER
2021,1267,Pretty happy,PRETTY HAPPY,Good,.i:  Inapplicable,Pretty well satisfied,Worse,Ballot b,$75000 TO $89999
2021,1268,Pretty happy,VERY HAPPY,Good,Routine,Pretty well satisfied,Stayed same,Ballot a,$150000 TO $169999
2021,1269,Very happy,VERY HAPPY,Good,Exciting,Pretty well satisfied,Better,Ballot c,$150000 TO $169999
2021,1270,Very happy,VERY HAPPY,Excellent,Exciting,Pretty well satisfied,Better,Ballot c,$150000 TO $169999
2021,1271,Not too happy,PRETTY HAPPY,Fair,Routine,Not satisfied at all,Worse,Ballot c,.d:  Do not Know/Cannot Choose
2021,1272,Not too happy,VERY HAPPY,Good,Routine,More or less satisfied,Better,Ballot a,$90000 TO $109999
2021,1273,Pretty happy,.i:  Inapplicable,Excellent,Routine,More or less satisfied,Better,Ballot a,UNDER $1 000
2021,1274,Pretty happy,.i:  Inapplicable,Good,.i:  Inapplicable,Not satisfied at all,Worse,Ballot b,.d:  Do not Know/Cannot Choose
2021,1275,Pretty happy,.i:  Inapplicable,Excellent,Exciting,Pretty well satisfied,Better,Ballot a,$3 000 TO 3 999
2021,1276,Pretty happy,.i:  Inapplicable,Good,.i:  Inapplicable,More or less satisfied,Stayed same,Ballot b,$90000 TO $109999
2021,1277,Pretty happy,.i:  Inapplicable,Good,Exciting,Not satisfied at all,Better,Ballot a,$25000 TO 29999
2021,1278,Pretty happy,PRETTY HAPPY,Good,.i:  Inapplicable,Pretty well satisfied,Better,Ballot b,$130000 TO $149999
2021,1279,Pretty happy,PRETTY HAPPY,Good,Routine,More or less satisfied,Stayed same,Ballot c,$170000 OR OVER
2021,1280,Very happy,VERY HAPPY,Excellent,Exciting,Not satisfied at all,Worse,Ballot a,$75000 TO $89999
2021,1281,Pretty happy,.i:  Inapplicable,Excellent,Routine,More or less satisfied,Better,Ballot a,$12500 TO 14999
2021,1282,Very happy,VERY HAPPY,Excellent,.i:  Inapplicable,More or less satisfied,Stayed same,Ballot b,$60000 TO 74999
2021,1283,Not too happy,PRETTY HAPPY,Excellent,.i:  Inapplicable,Pretty well satisfied,Better,Ballot b,$90000 TO $109999
2021,1285,Pretty happy,PRETTY HAPPY,Excellent,.i:  Inapplicable,Pretty well satisfied,Better,Ballot b,$170000 OR OVER
2021,1286,Pretty happy,VERY HAPPY,Excellent,Dull,Not satisfied at all,Better,Ballot c,$110000 TO $129999
2021,1287,Not too happy,.i:  Inapplicable,Good,.i:  Inapplicable,Pretty well satisfied,Stayed same,Ballot b,$90000 TO $109999
2021,1288,Not too happy,.i:  Inapplicable,Good,Routine,Not satisfied at all,Better,Ballot c,$75000 TO $89999
2021,1289,Pretty happy,VERY HAPPY,Good,Exciting,More or less satisfied,Better,Ballot a,$150000 TO $169999
2021,1290,Pretty happy,VERY HAPPY,Good,Routine,More or less satisfied,Better,Ballot a,$110000 TO $129999
2021,1291,Pretty happy,VERY HAPPY,Excellent,Exciting,Pretty well satisfied,Better,Ballot c,$170000 OR OVER
2021,1292,Very happy,.i:  Inapplicable,Excellent,.i:  Inapplicable,More or less satisfied,Stayed same,Ballot b,$60000 TO 74999
2021,1294,Very happy,VERY HAPPY,Good,Routine,More or less satisfied,Stayed same,Ballot a,$60000 TO 74999
2021,1295,Very happy,VERY HAPPY,Good,Exciting,Pretty well satisfied,Better,Ballot a,$90000 TO $109999
2021,1297,Very happy,.i:  Inapplicable,Good,Exciting,Pretty well satisfied,Better,Ballot a,$25000 TO 29999
2021,1298,Not too happy,.i:  Inapplicable,Good,.i:  Inapplicable,Pretty well satisfied,Stayed same,Ballot b,$90000 TO $109999
2021,1299,Pretty happy,.i:  Inapplicable,Good,Exciting,Pretty well satisfied,Stayed same,Ballot a,$40000 TO 49999
2021,1300,Not too happy,PRETTY HAPPY,Fair,Dull,Not satisfied at all,Worse,Ballot c,$40000 TO 49999
2021,1303,Pretty happy,.i:  Inapplicable,Fair,Exciting,More or less satisfied,Better,Ballot a,$35000 TO 39999
2021,1304,Pretty happy,VERY HAPPY,Excellent,Routine,More or less satisfied,Stayed same,Ballot a,$25000 TO 29999
2021,1305,Not too happy,.i:  Inapplicable,Good,Exciting,Pretty well satisfied,Stayed same,Ballot c,$90000 TO $109999
2021,1306,Not too happy,VERY HAPPY,Fair,.i:  Inapplicable,Pretty well satisfied,Stayed same,Ballot b,.r:  Refused
2021,1307,Pretty happy,VERY HAPPY,Good,.i:  Inapplicable,More or less satisfied,Better,Ballot b,$130000 TO $149999
2021,1308,Pretty happy,.i:  Inapplicable,Good,Routine,Not satisfied at all,Stayed same,Ballot a,$50000 TO 59999
2021,1310,Pretty happy,VERY HAPPY,Good,Exciting,Not satisfied at all,Worse,Ballot a,$60000 TO 74999
2021,1312,Pretty happy,PRETTY HAPPY,Excellent,Routine,Not satisfied at all,Better,Ballot a,.d:  Do not Know/Cannot Choose
2021,1313,Very happy,VERY HAPPY,Good,.i:  Inapplicable,Pretty well satisfied,Better,Ballot b,$50000 TO 59999
2021,1314,Pretty happy,VERY HAPPY,Good,.i:  Inapplicable,More or less satisfied,Better,Ballot b,$110000 TO $129999
2021,1315,Pretty happy,.i:  Inapplicable,Good,Routine,Not satisfied at all,Worse,Ballot a,$50000 TO 59999
2021,1316,Not too happy,.i:  Inapplicable,Poor,Exciting,Not satisfied at all,Worse,Ballot a,$22500 TO 24999
2021,1317,Very happy,.i:  Inapplicable,Good,Routine,More or less satisfied,Better,Ballot a,$50000 TO 59999
2021,1318,Pretty happy,VERY HAPPY,Good,.i:  Inapplicable,Pretty well satisfied,Better,Ballot b,$110000 TO $129999
2021,1319,Pretty happy,.i:  Inapplicable,Excellent,Routine,More or less satisfied,Better,Ballot a,$50000 TO 59999
2021,1320,Pretty happy,NOT TOO HAPPY,Good,Routine,Not satisfied at all,Stayed same,Ballot a,.d:  Do not Know/Cannot Choose
2021,1321,Pretty happy,VERY HAPPY,Excellent,.i:  Inapplicable,Pretty well satisfied,Better,Ballot b,$50000 TO 59999
2021,1322,Pretty happy,PRETTY HAPPY,Good,Routine,More or less satisfied,Stayed same,Ballot a,.d:  Do not Know/Cannot Choose
2021,1323,Not too happy,.i:  Inapplicable,Good,Routine,Not satisfied at all,Worse,Ballot a,$1 000 TO 2 999
2021,1324,Very happy,VERY HAPPY,Excellent,Routine,More or less satisfied,Better,Ballot c,$90000 TO $109999
2021,1325,Pretty happy,.i:  Inapplicable,Good,Exciting,More or less satisfied,Better,Ballot a,$17500 TO 19999
2021,1326,Pretty happy,PRETTY HAPPY,Good,Routine,Pretty well satisfied,Better,Ballot a,$60000 TO 74999
2021,1327,Pretty happy,VERY HAPPY,Good,Routine,Not satisfied at all,Worse,Ballot a,$30000 TO 34999
2021,1328,Very happy,PRETTY HAPPY,Good,.i:  Inapplicable,Pretty well satisfied,Stayed same,Ballot b,$170000 OR OVER
2021,1329,Pretty happy,PRETTY HAPPY,Excellent,Exciting,Pretty well satisfied,Stayed same,Ballot c,$15000 TO 17499
2021,1330,Pretty happy,PRETTY HAPPY,Good,Routine,Pretty well satisfied,Better,Ballot c,$130000 TO $149999
2021,1331,Not too happy,VERY HAPPY,Excellent,Exciting,Pretty well satisfied,Stayed same,Ballot c,$90000 TO $109999
2021,1332,Pretty happy,VERY HAPPY,Excellent,Exciting,Pretty well satisfied,Better,Ballot a,$170000 OR OVER
2021,1333,Not too happy,PRETTY HAPPY,Good,Routine,More or less satisfied,Stayed same,Ballot c,$110000 TO $129999
2021,1334,Very happy,.i:  Inapplicable,Excellent,Exciting,Not satisfied at all,Worse,Ballot a,$75000 TO $89999
2021,1335,Pretty happy,PRETTY HAPPY,Good,Exciting,Pretty well satisfied,Stayed same,Ballot c,$170000 OR OVER
2021,1336,Very happy,VERY HAPPY,Good,Exciting,More or less satisfied,Better,Ballot a,$90000 TO $109999
2021,1337,Pretty happy,VERY HAPPY,Good,.i:  Inapplicable,More or less satisfied,Stayed same,Ballot b,$75000 TO $89999
2021,1338,Pretty happy,.i:  Inapplicable,Excellent,Exciting,Not satisfied at all,Better,Ballot a,$25000 TO 29999
2021,1339,Pretty happy,PRETTY HAPPY,Good,Routine,Not satisfied at all,Worse,Ballot a,$20000 TO 22499
2021,1340,Pretty happy,.i:  Inapplicable,Good,Routine,Not satisfied at all,Stayed same,Ballot c,$30000 TO 34999
2021,1341,Very happy,VERY HAPPY,Excellent,.i:  Inapplicable,More or less satisfied,Stayed same,Ballot b,$75000 TO $89999
2021,1342,Not too happy,.i:  Inapplicable,Good,Exciting,More or less satisfied,Stayed same,Ballot c,$170000 OR OVER
2021,1343,Pretty happy,.i:  Inapplicable,Good,Routine,Not satisfied at all,Worse,Ballot c,$40000 TO 49999
2021,1344,Not too happy,VERY HAPPY,Fair,Routine,More or less satisfied,Stayed same,Ballot a,$90000 TO $109999
2021,1345,Pretty happy,.i:  Inapplicable,Good,Routine,More or less satisfied,Better,Ballot c,$15000 TO 17499
2021,1346,Pretty happy,VERY HAPPY,Good,Routine,More or less satisfied,Stayed same,Ballot a,$90000 TO $109999
2021,1347,Pretty happy,VERY HAPPY,Good,.i:  Inapplicable,Pretty well satisfied,Better,Ballot b,$50000 TO 59999
2021,1348,Pretty happy,VERY HAPPY,Good,Routine,More or less satisfied,Better,Ballot a,$130000 TO $149999
2021,1349,Pretty happy,PRETTY HAPPY,Good,.i:  Inapplicable,Not satisfied at all,Worse,Ballot b,$110000 TO $129999
2021,1350,Very happy,VERY HAPPY,Excellent,Exciting,Pretty well satisfied,Better,Ballot a,$40000 TO 49999
2021,1351,Not too happy,.i:  Inapplicable,Fair,Dull,Not satisfied at all,Worse,Ballot c,$50000 TO 59999
2021,1352,Pretty happy,NOT TOO HAPPY,Fair,Exciting,More or less satisfied,Stayed same,Ballot c,$50000 TO 59999
2021,1353,Pretty happy,.i:  Inapplicable,Good,Routine,Pretty well satisfied,Stayed same,Ballot a,$170000 OR OVER
2021,1354,Pretty happy,PRETTY HAPPY,Fair,.i:  Inapplicable,More or less satisfied,Stayed same,Ballot b,$30000 TO 34999
2021,1355,Very happy,.i:  Inapplicable,Excellent,.i:  Inapplicable,Pretty well satisfied,Better,Ballot b,$25000 TO 29999
2021,1356,Pretty happy,.i:  Inapplicable,Good,Exciting,Not satisfied at all,Worse,Ballot c,$20000 TO 22499
2021,1357,Pretty happy,.i:  Inapplicable,Good,Routine,Pretty well satisfied,Better,Ballot a,$90000 TO $109999
2021,1358,Pretty happy,.i:  Inapplicable,Good,Routine,Not satisfied at all,Stayed same,Ballot c,$75000 TO $89999
2021,1359,Pretty happy,VERY HAPPY,Good,Routine,More or less satisfied,Stayed same,Ballot c,$60000 TO 74999
2021,1360,Very happy,VERY HAPPY,Good,Routine,Pretty well satisfied,Stayed same,Ballot c,$90000 TO $109999
2021,1361,Very happy,VERY HAPPY,Excellent,Exciting,Pretty well satisfied,Better,Ballot a,$110000 TO $129999
2021,1363,Pretty happy,VERY HAPPY,Excellent,.i:  Inapplicable,More or less satisfied,Worse,Ballot b,$50000 TO 59999
2021,1364,Pretty happy,.i:  Inapplicable,Fair,.i:  Inapplicable,More or less satisfied,Better,Ballot b,UNDER $1 000
2021,1365,Very happy,VERY HAPPY,Good,Exciting,Pretty well satisfied,Stayed same,Ballot c,$35000 TO 39999
2021,1367,Pretty happy,.i:  Inapplicable,Good,Routine,More or less satisfied,Better,Ballot c,$30000 TO 34999
2021,1368,Pretty happy,PRETTY HAPPY,Good,Routine,More or less satisfied,Better,Ballot a,$170000 OR OVER
2021,1369,Not too happy,PRETTY HAPPY,Fair,Routine,Not satisfied at all,Stayed same,Ballot c,$40000 TO 49999
2021,1370,Not too happy,PRETTY HAPPY,Good,.i:  Inapplicable,More or less satisfied,Better,Ballot b,$50000 TO 59999
2021,1371,Very happy,VERY HAPPY,Good,Routine,More or less satisfied,Stayed same,Ballot a,$60000 TO 74999
2021,1372,Pretty happy,.i:  Inapplicable,Fair,.i:  Inapplicable,More or less satisfied,Better,Ballot b,$30000 TO 34999
2021,1373,Pretty happy,PRETTY HAPPY,Good,Routine,More or less satisfied,Better,Ballot c,$90000 TO $109999
2021,1374,Not too happy,VERY HAPPY,Good,.i:  Inapplicable,Pretty well satisfied,Better,Ballot b,$150000 TO $169999
2021,1375,Very happy,VERY HAPPY,Excellent,Routine,Not satisfied at all,Better,Ballot c,$90000 TO $109999
2021,1376,Not too happy,NOT TOO HAPPY,Fair,Routine,Not satisfied at all,Worse,Ballot a,.d:  Do not Know/Cannot Choose
2021,1379,Very happy,PRETTY HAPPY,Good,Exciting,Not satisfied at all,Stayed same,Ballot c,$20000 TO 22499
2021,1380,Not too happy,.i:  Inapplicable,Fair,.i:  Inapplicable,More or less satisfied,Stayed same,Ballot b,$15000 TO 17499
2021,1381,Pretty happy,PRETTY HAPPY,Excellent,Routine,More or less satisfied,Stayed same,Ballot c,$150000 TO $169999
2021,1382,Pretty happy,VERY HAPPY,Fair,.i:  Inapplicable,More or less satisfied,Better,Ballot b,.d:  Do not Know/Cannot Choose
2021,1383,Pretty happy,VERY HAPPY,Good,Routine,More or less satisfied,Better,Ballot c,$60000 TO 74999
2021,1384,Pretty happy,.i:  Inapplicable,Good,Routine,Pretty well satisfied,Better,Ballot a,$8 000 TO 9 999
2021,1385,Very happy,VERY HAPPY,Good,.i:  Inapplicable,Pretty well satisfied,Better,Ballot b,$130000 TO $149999
2021,1386,Not too happy,PRETTY HAPPY,Good,Routine,More or less satisfied,Better,Ballot c,$25000 TO 29999
2021,1387,Pretty happy,VERY HAPPY,Good,.i:  Inapplicable,Not satisfied at all,Better,Ballot b,$40000 TO 49999
2021,1388,Pretty happy,PRETTY HAPPY,Good,Routine,Pretty well satisfied,Stayed same,Ballot a,$150000 TO $169999
2021,1389,Pretty happy,.i:  Inapplicable,Good,.i:  Inapplicable,Pretty well satisfied,Better,Ballot b,$50000 TO 59999
2021,1391,Pretty happy,.i:  Inapplicable,Good,.i:  Inapplicable,More or less satisfied,Stayed same,Ballot b,.d:  Do not Know/Cannot Choose
2021,1392,Very happy,VERY HAPPY,Excellent,Exciting,Pretty well satisfied,Stayed same,Ballot c,$35000 TO 39999
2021,1393,Pretty happy,.i:  Inapplicable,Good,Routine,More or less satisfied,Stayed same,Ballot c,$10000 TO 12499
2021,1394,Very happy,VERY HAPPY,Good,Exciting,More or less satisfied,Better,Ballot a,.d:  Do not Know/Cannot Choose
2021,1395,Not too happy,.i:  Inapplicable,Good,Routine,Pretty well satisfied,Better,Ballot c,$60000 TO 74999
2021,1396,Pretty happy,.i:  Inapplicable,Good,.i:  Inapplicable,Pretty well satisfied,Better,Ballot b,$90000 TO $109999
2021,1397,Not too happy,.i:  Inapplicable,Poor,Routine,Not satisfied at all,Worse,Ballot c,.d:  Do not Know/Cannot Choose
2021,1398,Pretty happy,.i:  Inapplicable,Good,Routine,Pretty well satisfied,Better,Ballot a,$40000 TO 49999
2021,1399,Not too happy,VERY HAPPY,Fair,Routine,Pretty well satisfied,Stayed same,Ballot c,$170000 OR OVER
2021,1400,Not too happy,.i:  Inapplicable,Fair,Exciting,More or less satisfied,Better,Ballot c,$170000 OR OVER
2021,1401,Pretty happy,PRETTY HAPPY,Good,.i:  Inapplicable,More or less satisfied,Better,Ballot b,$130000 TO $149999
2021,1402,Pretty happy,.i:  Inapplicable,Good,.i:  Inapplicable,Not satisfied at all,Worse,Ballot b,$35000 TO 39999
2021,1403,Not too happy,PRETTY HAPPY,Fair,.i:  Inapplicable,Pretty well satisfied,Stayed same,Ballot b,$40000 TO 49999
2021,1404,Pretty happy,.i:  Inapplicable,Fair,.i:  Inapplicable,Pretty well satisfied,Better,Ballot b,$40000 TO 49999
2021,1405,Very happy,VERY HAPPY,Excellent,Routine,More or less satisfied,Worse,Ballot c,$35000 TO 39999
2021,1406,Pretty happy,VERY HAPPY,Good,.i:  Inapplicable,Not satisfied at all,Worse,Ballot b,$25000 TO 29999
2021,1407,Very happy,VERY HAPPY,Excellent,Exciting,Pretty well satisfied,Better,Ballot a,$10000 TO 12499
2021,1408,Not too happy,.i:  Inapplicable,Good,Routine,Not satisfied at all,Worse,Ballot c,$1 000 TO 2 999
2021,1409,Pretty happy,.i:  Inapplicable,Fair,.i:  Inapplicable,Not satisfied at all,Worse,Ballot b,$10000 TO 12499
2021,1410,Not too happy,.i:  Inapplicable,Good,Routine,Not satisfied at all,Better,Ballot a,$17500 TO 19999
2021,1411,Pretty happy,VERY HAPPY,Good,.i:  Inapplicable,Pretty well satisfied,Better,Ballot b,$75000 TO $89999
2021,1413,Pretty happy,.i:  Inapplicable,Fair,.i:  Inapplicable,Not satisfied at all,Worse,Ballot b,$8 000 TO 9 999
2021,1414,Not too happy,.i:  Inapplicable,Good,Exciting,Not satisfied at all,Stayed same,Ballot c,$7 000 TO 7 999
2021,1415,Not too happy,.i:  Inapplicable,Good,Exciting,Not satisfied at all,Worse,Ballot c,.d:  Do not Know/Cannot Choose
2021,1416,Very happy,.i:  Inapplicable,Excellent,.i:  Inapplicable,More or less satisfied,Better,Ballot b,$90000 TO $109999
2021,1417,Pretty happy,.i:  Inapplicable,Good,.i:  Inapplicable,More or less satisfied,Stayed same,Ballot b,$30000 TO 34999
2021,1418,Very happy,.i:  Inapplicable,Excellent,Exciting,Pretty well satisfied,Better,Ballot a,$90000 TO $109999
2021,1419,Not too happy,.i:  Inapplicable,Excellent,Exciting,Not satisfied at all,Worse,Ballot c,$25000 TO 29999
2021,1420,Very happy,VERY HAPPY,Excellent,Exciting,More or less satisfied,Stayed same,Ballot a,$170000 OR OVER
2021,1421,Pretty happy,.i:  Inapplicable,Excellent,Exciting,Pretty well satisfied,Better,Ballot a,$60000 TO 74999
2021,1422,Pretty happy,PRETTY HAPPY,Good,Routine,Not satisfied at all,Worse,Ballot a,$17500 TO 19999
2021,1423,Very happy,VERY HAPPY,Excellent,Routine,More or less satisfied,Better,Ballot c,.d:  Do not Know/Cannot Choose
2021,1424,Pretty happy,PRETTY HAPPY,Good,Exciting,Pretty well satisfied,Better,Ballot a,$60000 TO 74999
2021,1425,Pretty happy,VERY HAPPY,Good,Routine,Pretty well satisfied,Stayed same,Ballot c,$170000 OR OVER
2021,1426,Not too happy,.i:  Inapplicable,Good,Routine,Not satisfied at all,Stayed same,Ballot c,$75000 TO $89999
2021,1427,Not too happy,.i:  Inapplicable,Excellent,.i:  Inapplicable,Pretty well satisfied,Better,Ballot b,$170000 OR OVER
2021,1428,Pretty happy,VERY HAPPY,Good,.i:  Inapplicable,Pretty well satisfied,Worse,Ballot b,$110000 TO $129999
2021,1429,Very happy,.i:  Inapplicable,Excellent,Exciting,More or less satisfied,Worse,Ballot a,$20000 TO 22499
2021,1430,Pretty happy,NOT TOO HAPPY,Good,Exciting,Pretty well satisfied,Better,Ballot c,$170000 OR OVER
2021,1431,Very happy,.i:  Inapplicable,Good,Exciting,Pretty well satisfied,Better,Ballot a,$130000 TO $149999
2021,1432,Pretty happy,.i:  Inapplicable,Good,Routine,More or less satisfied,Worse,Ballot c,$22500 TO 24999
2021,1433,Not too happy,.i:  Inapplicable,Poor,Dull,More or less satisfied,Stayed same,Ballot a,$20000 TO 22499
